order_id,order_date,customer_id,customer_name,city,country,segment,product_id,product_name,category,sub_category,unit_price,quantity,discount
ORD-0190,2025-08-05,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,1,0.0
ORD-0191,2025-12-14,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,2,0.2
ORD-0192,2024-12-15,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.0
ORD-0193,2025-08-22,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P007,Stapler,Office Supplies,Binders,15.0,1,0.0
ORD-0194,2023-09-20,C006,Fitri Handayani,Bali,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,3,0.2
ORD-0195,2024-08-27,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,1,0.0
ORD-0196,2025-11-25,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,3,0.0
ORD-0197,2024-11-28,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,2,0.0
ORD-0198,2023-08-26,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,3,0.2
ORD-0199,2024-03-30,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P001,Ergonomic Chair,Furniture,Chairs,250.0,3,0.0
ORD-0200,2024-01-20,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P002,Standing Desk,Furniture,Tables,450.0,4,0.0
ORD-0201,2024-05-29,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,1,0.1
ORD-0202,2025-05-26,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P001,Ergonomic Chair,Furniture,Chairs,250.0,1,0.0
ORD-0203,2025-07-08,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P001,Ergonomic Chair,Furniture,Chairs,250.0,3,0.0
ORD-0204,2023-03-20,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P005,USB-C Hub,Technology,Accessories,55.0,1,0.2
ORD-0205,2023-06-03,C006,Fitri Handayani,Bali,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,3,0.0
ORD-0206,2024-11-26,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P002,Standing Desk,Furniture,Tables,450.0,3,0.0
ORD-0207,2024-10-02,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P006,Notebook A5,Office Supplies,Paper,8.0,3,0.0
ORD-0208,2024-10-09,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P001,Ergonomic Chair,Furniture,Chairs,250.0,1,0.0
ORD-0209,2023-03-08,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,1,0.0
ORD-0210,2023-09-03,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P010,Whiteboard,Office Supplies,Supplies,65.0,5,0.0
ORD-0211,2025-08-31,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,5,0.0
ORD-0212,2023-05-21,C006,Fitri Handayani,Bali,Indonesia,Consumer,P002,Standing Desk,Furniture,Tables,450.0,4,0.0
ORD-0213,2023-07-24,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,3,0.0
ORD-0214,2023-10-01,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,4,0.2
ORD-0215,2023-10-14,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P002,Standing Desk,Furniture,Tables,450.0,4,0.0
ORD-0216,2024-11-22,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P002,Standing Desk,Furniture,Tables,450.0,4,0.1
ORD-0217,2024-09-18,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,1,0.0
ORD-0218,2023-12-19,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,3,0.0
ORD-0219,2025-04-24,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,4,0.0
ORD-0220,2025-02-05,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,1,0.0
ORD-0221,2023-05-20,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,5,0.0
ORD-0222,2023-11-21,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,1,0.0
ORD-0223,2023-06-13,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P010,Whiteboard,Office Supplies,Supplies,65.0,1,0.0
ORD-0224,2023-02-27,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,4,0.0
ORD-0225,2023-05-03,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,4,0.0
ORD-0226,2024-11-05,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,5,0.2
ORD-0227,2023-02-05,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P007,Stapler,Office Supplies,Binders,15.0,1,0.1
ORD-0228,2025-03-20,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,5,0.0
ORD-0229,2025-08-04,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,4,0.0
ORD-0230,2023-11-17,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,3,0.2
ORD-0231,2024-03-09,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,5,0.0
ORD-0232,2024-12-25,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,1,0.1
ORD-0233,2023-05-04,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P001,Ergonomic Chair,Furniture,Chairs,250.0,2,0.0
ORD-0234,2025-10-30,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,3,0.0
ORD-0235,2025-01-22,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,1,0.0
ORD-0236,2023-08-04,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P006,Notebook A5,Office Supplies,Paper,8.0,4,0.2
ORD-0237,2025-08-31,C006,Fitri Handayani,Bali,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,4,0.0
ORD-0238,2024-01-26,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.2
ORD-0239,2024-07-10,C006,Fitri Handayani,Bali,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,1,0.0
ORD-0240,2025-08-20,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P007,Stapler,Office Supplies,Binders,15.0,5,0.1
ORD-0241,2023-04-16,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,4,0.1
ORD-0242,2023-08-25,C006,Fitri Handayani,Bali,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,5,0.0
ORD-0243,2023-02-26,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,3,0.0
ORD-0244,2024-01-04,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P008,Desk Lamp,Furniture,Furnishings,42.0,1,0.2
ORD-0245,2025-04-25,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,5,0.1
ORD-0246,2025-07-20,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,3,0.0
ORD-0247,2024-03-31,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,1,0.0
ORD-0248,2025-07-23,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P005,USB-C Hub,Technology,Accessories,55.0,1,0.2
ORD-0249,2024-05-27,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.1
ORD-0250,2024-09-12,C006,Fitri Handayani,Bali,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,3,0.1
ORD-0251,2025-12-29,C006,Fitri Handayani,Bali,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,4,0.1
ORD-0252,2025-05-06,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.2
ORD-0253,2025-09-21,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,2,0.1
ORD-0254,2023-04-25,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,2,0.2
ORD-0255,2024-07-15,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,1,0.2
ORD-0256,2023-06-05,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,1,0.0
ORD-0257,2025-04-21,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,1,0.0
ORD-0258,2025-07-24,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P009,Headphones,Technology,Audio,120.0,5,0.0
ORD-0259,2025-04-04,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P009,Headphones,Technology,Audio,120.0,4,0.0
ORD-0260,2024-06-14,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P001,Ergonomic Chair,Furniture,Chairs,250.0,2,0.1
ORD-0261,2024-07-04,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,3,0.2
ORD-0262,2025-05-10,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P002,Standing Desk,Furniture,Tables,450.0,5,0.0
ORD-0263,2025-03-28,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.0
ORD-0264,2025-08-13,C006,Fitri Handayani,Bali,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.2
ORD-0265,2023-03-10,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,1,0.0
ORD-0266,2023-10-12,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,2,0.0
ORD-0267,2024-08-01,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.0
ORD-0268,2024-03-17,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.0
ORD-0269,2024-12-06,C006,Fitri Handayani,Bali,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,2,0.0
ORD-0270,2025-06-26,C006,Fitri Handayani,Bali,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,1,0.0
ORD-0271,2025-02-06,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P005,USB-C Hub,Technology,Accessories,55.0,5,0.0
ORD-0272,2025-03-05,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,3,0.0
ORD-0273,2025-10-27,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,2,0.2
ORD-0274,2025-03-10,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,4,0.1
ORD-0275,2023-12-06,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P004,Wireless Mouse,Technology,Accessories,35.0,5,0.0
ORD-0276,2024-10-14,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.1
ORD-0277,2025-01-24,C006,Fitri Handayani,Bali,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,4,0.2
ORD-0278,2023-11-05,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P009,Headphones,Technology,Audio,120.0,1,0.0
ORD-0279,2023-09-02,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,2,0.2
ORD-0280,2025-02-19,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,5,0.2
ORD-0281,2024-09-18,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,1,0.0
ORD-0282,2025-02-25,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P004,Wireless Mouse,Technology,Accessories,35.0,4,0.0
ORD-0283,2023-08-07,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P003,"LED Monitor 24""",Technology,Displays,180.0,5,0.2
ORD-0284,2023-12-14,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,4,0.0
ORD-0285,2023-05-13,C006,Fitri Handayani,Bali,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,5,0.0
ORD-0286,2025-12-22,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,3,0.1
ORD-0287,2024-05-02,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,1,0.2
ORD-0288,2023-12-08,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,5,0.2
ORD-0289,2024-05-18,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P003,"LED Monitor 24""",Technology,Displays,180.0,3,0.0
ORD-0290,2023-01-20,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,1,0.1
ORD-0291,2023-02-08,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P001,Ergonomic Chair,Furniture,Chairs,250.0,3,0.1
ORD-0292,2025-05-12,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,5,0.0
ORD-0293,2023-10-22,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,1,0.1
ORD-0294,2023-03-28,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P009,Headphones,Technology,Audio,120.0,1,0.0
ORD-0295,2023-06-20,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P009,Headphones,Technology,Audio,120.0,3,0.1
ORD-0296,2023-11-07,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P010,Whiteboard,Office Supplies,Supplies,65.0,4,0.0
ORD-0297,2025-12-09,C006,Fitri Handayani,Bali,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,2,0.0
ORD-0298,2024-08-27,C006,Fitri Handayani,Bali,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,2,0.0
ORD-0299,2025-12-22,C003,Ahmad Dahlan,Surabaya,Indonesia,Home Office,P010,Whiteboard,Office Supplies,Supplies,65.0,2,0.1
ORD-0300,2025-06-04,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,2,0.0
ORD-0301,2024-01-30,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P010,Whiteboard,Office Supplies,Supplies,65.0,5,0.0
ORD-0302,2024-11-04,C006,Fitri Handayani,Bali,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,1,0.1
ORD-0303,2023-11-23,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,4,0.0
ORD-0304,2025-10-27,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,1,0.0
ORD-0305,2024-07-19,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.0
ORD-0306,2025-06-04,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P001,Ergonomic Chair,Furniture,Chairs,250.0,1,0.0
ORD-0307,2025-05-25,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,1,0.1
ORD-0308,2025-04-02,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,5,0.0
ORD-0309,2023-08-30,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P002,Standing Desk,Furniture,Tables,450.0,5,0.0
ORD-0310,2025-01-08,C006,Fitri Handayani,Bali,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,5,0.0
ORD-0311,2024-11-25,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P009,Headphones,Technology,Audio,120.0,3,0.0
ORD-0312,2023-09-11,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,1,0.0
ORD-0313,2025-10-16,C006,Fitri Handayani,Bali,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,4,0.1
ORD-0314,2024-03-03,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,5,0.0
ORD-0315,2024-03-17,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,5,0.0
ORD-0316,2023-05-08,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,3,0.1
ORD-0317,2025-11-01,C006,Fitri Handayani,Bali,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,5,0.1
ORD-0318,2023-07-03,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.0
ORD-0319,2024-08-27,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P005,USB-C Hub,Technology,Accessories,55.0,4,0.0
ORD-0320,2025-03-01,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,5,0.0
ORD-0321,2024-07-09,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,2,0.0
ORD-0322,2024-12-03,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,2,0.2
ORD-0323,2025-11-10,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,2,0.0
ORD-0324,2023-03-10,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,2,0.0
ORD-0325,2025-09-01,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P010,Whiteboard,Office Supplies,Supplies,65.0,4,0.0
ORD-0326,2024-08-31,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P009,Headphones,Technology,Audio,120.0,2,0.1
ORD-0327,2025-03-24,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P007,Stapler,Office Supplies,Binders,15.0,5,0.0
ORD-0328,2023-12-25,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P010,Whiteboard,Office Supplies,Supplies,65.0,5,0.1
ORD-0329,2024-07-04,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,5,0.0
ORD-0330,2023-06-12,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,4,0.1
ORD-0331,2023-07-31,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P005,USB-C Hub,Technology,Accessories,55.0,3,0.0
ORD-0332,2023-01-25,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,3,0.1
ORD-0333,2023-12-17,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P002,Standing Desk,Furniture,Tables,450.0,5,0.0
ORD-0334,2023-03-08,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.0
ORD-0335,2025-10-23,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,2,0.1
ORD-0336,2025-10-30,C006,Fitri Handayani,Bali,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,1,0.1
ORD-0337,2023-12-28,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P009,Headphones,Technology,Audio,120.0,5,0.1
ORD-0338,2024-10-19,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,4,0.2
ORD-0339,2024-11-19,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,3,0.2
ORD-0340,2023-05-19,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,1,0.2
ORD-0341,2025-01-22,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P001,Ergonomic Chair,Furniture,Chairs,250.0,1,0.0
ORD-0342,2023-10-09,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P002,Standing Desk,Furniture,Tables,450.0,2,0.0
ORD-0343,2025-05-06,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,5,0.0
ORD-0344,2023-07-15,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P002,Standing Desk,Furniture,Tables,450.0,5,0.0
ORD-0345,2023-06-17,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P002,Standing Desk,Furniture,Tables,450.0,5,0.0
ORD-0346,2023-04-08,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,2,0.0
ORD-0347,2023-01-30,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P009,Headphones,Technology,Audio,120.0,1,0.0
ORD-0348,2023-06-18,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,3,0.0
ORD-0349,2023-12-27,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.0
ORD-0350,2023-06-07,C006,Fitri Handayani,Bali,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,3,0.0
ORD-0351,2024-04-20,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P001,Ergonomic Chair,Furniture,Chairs,250.0,3,0.0
ORD-0352,2024-03-10,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,5,0.0
ORD-0353,2025-08-27,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P002,Standing Desk,Furniture,Tables,450.0,5,0.2
ORD-0354,2023-02-15,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P002,Standing Desk,Furniture,Tables,450.0,3,0.0
ORD-0355,2023-03-22,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P005,USB-C Hub,Technology,Accessories,55.0,3,0.0
ORD-0356,2025-01-10,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P009,Headphones,Technology,Audio,120.0,1,0.2
ORD-0357,2023-11-22,C006,Fitri Handayani,Bali,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,4,0.0
ORD-0358,2025-07-31,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,5,0.1
ORD-0359,2024-05-08,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,5,0.0
ORD-0360,2025-09-23,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,2,0.1
ORD-0361,2023-10-29,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,5,0.2
ORD-0362,2024-07-06,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P004,Wireless Mouse,Technology,Accessories,35.0,5,0.0
ORD-0363,2025-01-22,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P002,Standing Desk,Furniture,Tables,450.0,3,0.0
ORD-0364,2024-11-25,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,2,0.0
ORD-0365,2025-01-09,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P003,"LED Monitor 24""",Technology,Displays,180.0,3,0.0
ORD-0366,2023-11-09,C004,Dewi Lestari,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,3,0.2
ORD-0367,2023-05-04,C005,Eko Prasetyo,Medan,Indonesia,Corporate,P005,USB-C Hub,Technology,Accessories,55.0,5,0.2
ORD-0368,2023-03-11,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P010,Whiteboard,Office Supplies,Supplies,65.0,4,0.0
ORD-0369,2023-08-05,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P002,Standing Desk,Furniture,Tables,450.0,4,0.0
ORD-0370,2024-08-18,C006,Fitri Handayani,Bali,Indonesia,Consumer,P006,Notebook A5,Office Supplies,Paper,8.0,5,0.0
ORD-0371,2023-09-25,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P002,Standing Desk,Furniture,Tables,450.0,4,0.0
ORD-0372,2023-11-26,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P007,Stapler,Office Supplies,Binders,15.0,5,0.0
ORD-0373,2023-04-28,C007,Gunawan Wibowo,Semarang,Indonesia,Home Office,P004,Wireless Mouse,Technology,Accessories,35.0,3,0.0
ORD-0374,2025-08-13,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P004,Wireless Mouse,Technology,Accessories,35.0,2,0.1
ORD-0375,2024-07-28,C001,Budi Santoso,Jakarta,Indonesia,Consumer,P002,Standing Desk,Furniture,Tables,450.0,4,0.0
ORD-0376,2023-12-07,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P008,Desk Lamp,Furniture,Furnishings,42.0,2,0.1
ORD-0377,2023-09-29,C008,Hana Permata,Yogyakarta,Indonesia,Consumer,P008,Desk Lamp,Furniture,Furnishings,42.0,4,0.1
ORD-0378,2025-03-28,C002,Siti Nurhaliza,Bandung,Indonesia,Corporate,P006,Notebook A5,Office Supplies,Paper,8.0,1,0.0
ORD-0379,2025-08-06,C006,Fitri Handayani,Bali,Indonesia,Consumer,P005,USB-C Hub,Technology,Accessories,55.0,3,0.1
